Módulo de Análise: Origem de Dados da Coleta;;;;;;
Data de solicitação 26/02/2020;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Qualidade;Origem;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;22;120,917;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;23;98,651;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;24;91,441;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;1;89,463;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;2;88,902;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;3;86,015;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;4;83,651;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;5;82,598;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;6;87,969;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;7;93,636;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;8;117,073;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;9;122,425;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;10;126,969;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;11;132,158;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;12;136,985;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;13;139,219;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;14;139,933;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;15;134,68;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;16;145,54;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;17;92,033;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;18;120,295;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;19;64,905;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;20;138,51;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;21;130,543;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;22;126,326;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;23;101,071;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;24;94,813;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;1;87,749;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;2;87,719;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;3;83,089;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;4;87,744;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;5;80,328;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;6;88,282;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;7;88,73;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;8;117,517;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;9;121,843;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;10;131,082;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;11;130,181;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;12;141,928;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;13;137,006;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;14;137,516;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;15;139,693;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;16;143,505;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;17;137,147;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;18;147,804;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;19;145,011;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;20;72,71;Completo;AJUSTADO;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;21;0;Completo;AJUSTADO;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;22;0;Completo;AJUSTADO;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;23;2,232;Completo;AJUSTADO;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;24;0;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;1;0;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;2;0;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;3;0;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;4;0;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;5;63,429;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;6;98,501;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;7;99,786;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;8;126,999;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;9;138,877;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;10;142,631;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;11;136,624;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;12;145,173;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;13;145,199;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;14;145,029;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;15;142,851;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;16;140,857;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;17;133,49;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;18;143,961;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;19;135,247;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;20;127,641;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;21;128,445;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;22;130,374;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;23;98,728;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;24;93,553;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;1;92,869;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;2;93,085;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;3;88,156;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;4;90,753;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;5;84,127;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;6;94,129;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;7;94,81;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;8;121,965;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;9;124,841;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;10;131,217;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;11;129,824;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;12;137,824;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;13;141,435;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;14;138,477;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;15;144,141;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;16;142,632;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;17;140,414;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;18;140,212;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;19;134,016;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;20;131,203;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;21;135,024;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;22;137,304;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;23;104,981;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (B);31/01/2020;24;97,544;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;1;268,3;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;2;208,85;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;3;286,07;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;4;275,22;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;5;280,15;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;6;286,8;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;7;281,88;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;8;280,95;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;9;291,39;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;10;294,86;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;11;293,09;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;12;292,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;13;309,21;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;14;313,66;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;15;302,59;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;16;300,87;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;17;310,09;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;18;288,12;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;19;276,48;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;20;278,06;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;21;282,09;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;22;276,7;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;23;270,63;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);01/01/2020;24;265,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;1;249,51;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;2;192,8;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;3;266,99;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;4;266,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;5;278,2;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;6;271,96;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;7;296,13;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;8;378,77;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;9;473,79;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;10;477,33;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;11;473,58;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;12;459,79;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;13;477,96;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;14;498,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;15;506,33;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;16;489,23;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;17;488,54;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;18;468,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;19;436,65;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;20;438,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;21;421,1;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;22;409,93;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;23;328,04;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);02/01/2020;24;267,5;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;1;242,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;2;187,4;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;3;264,49;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;4;259,5;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;5;264,59;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;6;265,69;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;7;327;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;8;393,12;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;9;425,27;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;10;452,94;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;11;459,6;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;12;455,97;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;13;457,02;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;14;468,44;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;15;495,62;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;16;517,12;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;17;505,93;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;18;490;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;19;458,33;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;20;450,68;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;21;418,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;22;389,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;23;358,17;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);03/01/2020;24;278,59;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;1;245,71;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;2;196,9;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;3;267,59;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;4;264,86;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;5;269,75;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;6;269,68;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;7;299,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;8;358,88;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;9;361,43;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;10;364,57;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;11;376,5;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;12;366,07;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;13;379,81;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;14;383,73;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;15;377,04;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;16;387,55;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;17;393,96;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;18;390,03;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;19;380,07;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;20;379,08;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;21;385,97;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;22;361,77;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;23;307,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);04/01/2020;24;255,65;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;1;236,27;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;2;186,41;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;3;253,31;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;4;249,52;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;5;263,13;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;6;259,64;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;7;299,02;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;8;348,87;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;9;355,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;10;360,73;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;11;355;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;12;370,09;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;13;371,91;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;14;374,53;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;15;362,4;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;16;357,27;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;17;365,66;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;18;354,83;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;19;342,79;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;20;344,37;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;21;354,17;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;22;340,26;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;23;299,57;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);05/01/2020;24;248,06;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;1;230,74;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;2;174,17;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;3;242,76;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;4;242,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;5;254,03;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;6;258,6;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;7;288,52;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;8;401,05;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;9;426,44;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;10;448,81;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;11;436,27;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;12;448,79;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;13;458,89;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;14;457,05;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;15;470,67;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;16;471,99;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSLGENTR101 (L);06/01/2020;17;465,47;Completo;COLETA DIÁRIA;
